Name	Freq	Confidence
ai tran	132.0	1.0
tuyet vu	132.0	1.0
bui tam	132.0	1.0
phan tung	132.0	1.0
cong hung	131.0	1.0
dang kieu	131.0	1.0
kieu vu	131.0	1.0
viet xuan	131.0	1.0
doan my	131.0	1.0
doan trong	131.0	1.0
tu vo	131.0	1.0
bui nga	131.0	1.0
hoa truong	131.0	1.0
ngo truong	131.0	1.0
dang ngan	130.0	1.0
dang lan	130.0	1.0
duong ly	130.0	1.0
huynh lam	130.0	1.0
kieu phan	130.0	1.0
hoi van	130.0	1.0
bach le	130.0	1.0
doan nam	130.0	1.0
viet vo	130.0	1.0
luu xuan	130.0	1.0
ngan ngo	130.0	1.0
bui hang	130.0	1.0
dinh luu	129.0	1.0
le loi	129.0	1.0
do hang	129.0	1.0
do nga	129.0	1.0
hoa vo	129.0	1.0
kieu vo	129.0	1.0
hai tuan	128.0	1.0
dinh kien	128.0	1.0
thai xuan	128.0	1.0
cong tien	128.0	1.0
tu tuan	128.0	1.0
phan thai	128.0	1.0
ngan vo	128.0	1.0
ngo yen	128.0	1.0
duc tam	127.0	1.0
hong viet	127.0	1.0
dau van	127.0	1.0
ba do	127.0	1.0
bao trinh	127.0	1.0
le trieu	127.0	1.0
bao doan	127.0	1.0
ba phan	127.0	1.0
luong mai	127.0	1.0
dang tam	126.0	1.0
bao chi	126.0	1.0
cong son	126.0	1.0
cong dao	126.0	1.0
sau van	126.0	1.0
do toan	126.0	1.0
tam vo	126.0	1.0
ngo thang	126.0	1.0
hang phan	126.0	1.0
ba hung	125.0	1.0
luong viet	125.0	1.0
le to	125.0	1.0
cao my	125.0	1.0
phan vy	125.0	0.9920634920634921
ky tran	124.0	1.0
long tuan	124.0	1.0
thieu van	124.0	1.0
trong vo	124.0	1.0
gia vu	124.0	1.0
gia ngo	124.0	0.992
phan tam	124.0	1.0
duc linh	123.0	1.0
luong tien	123.0	1.0
huynh trong	123.0	0.9919354838709677
duc hoa	123.0	1.0
hai tien	123.0	1.0
doan tu	123.0	1.0
nam vo	123.0	1.0
lam ngo	123.0	1.0
dang quan	122.0	1.0
huynh tam	122.0	1.0
nam trinh	122.0	1.0
tan trong	122.0	1.0
hong nga	122.0	1.0
vu vy	122.0	1.0
lam mai	122.0	1.0
lan phan	122.0	1.0
duc quan	121.0	1.0
mai tu	121.0	1.0
son trinh	121.0	1.0
hoa viet	121.0	1.0
cong danh	120.0	1.0
doan long	120.0	1.0
luong thao	120.0	1.0
do kien	120.0	1.0
cao hai	120.0	1.0
huynh trinh	119.0	1.0
dang toan	119.0	1.0
duc tu	119.0	1.0
ly my	119.0	1.0
ty van	119.0	1.0
van yen	119.0	1.0
chau vu	119.0	1.0
bui doan	119.0	1.0
hien huynh	119.0	1.0
ha trong	119.0	1.0
do huynh	119.0	1.0
ai le	119.0	1.0
hua van	119.0	1.0
bui tuyet	119.0	1.0
that ton	119.0	1.0
ba dinh	118.0	1.0
an duc	118.0	1.0
trinh yen	118.0	1.0
ngan truong	118.0	0.9915966386554622
dao tung	118.0	1.0
dong duc	118.0	1.0
do vinh	118.0	0.9915966386554622
cong ha	117.0	1.0
chi dinh	117.0	1.0
huynh long	117.0	1.0
kim my	117.0	0.9915254237288136
thach van	117.0	1.0
gia truong	117.0	1.0
son vo	117.0	0.9915254237288136
huynh thai	117.0	1.0
lan ngo	117.0	1.0
chu tuan	117.0	1.0
dinh huynh	116.0	1.0
dinh ly	116.0	1.0
dinh tam	116.0	1.0
kim thao	116.0	1.0
phan vinh	116.0	0.9914529914529915
nam tien	116.0	1.0
lang van	116.0	1.0
su van	116.0	1.0
duong yen	116.0	1.0
huynh ly	116.0	1.0
loi tran	116.0	1.0
nga phan	116.0	1.0
cao ha	116.0	1.0
ho tu	115.0	1.0
cam hong	115.0	1.0
hop van	115.0	1.0
toan xuan	115.0	1.0
dao son	115.0	1.0
bui dieu	115.0	1.0
cam phan	115.0	1.0
bui vy	115.0	1.0
hue vu	115.0	1.0
dang tan	114.0	1.0
dang ly	114.0	1.0
kieu thu	114.0	1.0
linh viet	114.0	1.0
tu xuan	114.0	1.0
linh ta	114.0	1.0
thai truong	114.0	1.0
dieu hien	113.0	1.0
hong thao	113.0	1.0
mai the	113.0	1.0
thang toan	113.0	1.0
kim luong	113.0	1.0
ho thien	113.0	1.0
tat thang	113.0	1.0
ta xuan	113.0	1.0
ngo tri	113.0	1.0
tram vo	113.0	1.0
ho vu	113.0	1.0
lam vo	113.0	1.0
ngo vinh	113.0	1.0
nam the	112.0	1.0
dan linh	112.0	1.0
dang hang	112.0	1.0
doan trinh	112.0	1.0
duc kien	112.0	1.0
thien truong	112.0	1.0
nam tuan	112.0	1.0
dieu van	112.0	1.0
dinh gia	112.0	1.0
hung luong	112.0	1.0
ngo thien	112.0	1.0
bang tran	112.0	1.0
ha yen	111.0	1.0
chien thang	111.0	1.0
dong vu	111.0	1.0
thai vo	111.0	1.0
ho long	111.0	0.9823008849557522
mac van	111.0	1.0
hong hue	110.0	1.0
diem hong	110.0	1.0
hung son	110.0	1.0
tran trieu	110.0	1.0
diem phan	110.0	1.0
lan truong	110.0	1.0
ngo thai	110.0	1.0
bui kien	110.0	1.0
bui trinh	110.0	1.0
dao nam	109.0	1.0
doan son	109.0	1.0
hai lam	109.0	0.990909090909091
phan tuong	109.0	1.0
mai son	109.0	1.0
trinh vo	109.0	1.0
dang tuyet	108.0	1.0
dinh dong	108.0	1.0
dang trong	108.0	1.0
kha tran	108.0	1.0
duong vo	108.0	1.0
an xuan	108.0	0.9908256880733946
dao truong	108.0	1.0
cong luong	108.0	1.0
chau huynh	108.0	1.0
cam huynh	108.0	1.0
hai mai	108.0	1.0
an ngo	108.0	1.0
kim tien	107.0	1.0
dang nga	107.0	1.0
lap van	107.0	1.0
linh thai	107.0	1.0
dinh ngan	107.0	1.0
do tuyet	107.0	1.0
doan thai	107.0	1.0
duong ho	107.0	1.0
hoa trinh	107.0	1.0
cong hau	106.0	1.0
dao hien	106.0	1.0
lam my	106.0	1.0
dinh hang	106.0	1.0
dinh yen	106.0	1.0
cao thang	105.0	1.0
diep linh	105.0	1.0
hai quan	105.0	1.0
son the	105.0	1.0
dieu ly	105.0	1.0
suong thu	105.0	1.0
diep vu	105.0	1.0
chu thu	105.0	1.0
khai le	105.0	1.0
lu van	105.0	1.0
ho ngan	105.0	0.9905660377358491
cong ho	105.0	1.0
long trinh	105.0	1.0
ho trong	105.0	1.0
ho huynh	105.0	1.0
cao truong	104.0	1.0
dinh thuan	104.0	1.0
thai viet	104.0	1.0
diem trinh	104.0	1.0
thao xuan	104.0	1.0
chi truong	104.0	1.0
man van	104.0	1.0
vuong xuan	104.0	1.0
dinh ho	104.0	1.0
vu vuong	104.0	1.0
van vy	104.0	1.0
phan tram	104.0	1.0
ly truong	104.0	1.0
cam vo	104.0	1.0
huynh ngo	104.0	1.0
dai vu	103.0	1.0
hai trieu	103.0	1.0
hong my	103.0	1.0
phan toan	103.0	1.0
huynh kieu	103.0	1.0
doan the	103.0	1.0
tuong vo	103.0	1.0
lan thu	102.0	1.0
an viet	102.0	1.0
an duong	102.0	1.0
nga tuyet	102.0	1.0
doan phan	102.0	1.0
hien ho	102.0	1.0
le luu	102.0	1.0
son viet	101.0	1.0
cao dinh	101.0	1.0
diem huynh	101.0	1.0
cam ha	101.0	1.0
dien tran	101.0	1.0
sang xuan	101.0	1.0
chu dinh	101.0	1.0
doan hien	101.0	1.0
dinh kieu	101.0	1.0
do trinh	101.0	1.0
do kieu	101.0	1.0
long vo	101.0	1.0
tin tran	101.0	1.0
gia phan	101.0	1.0
bui hue	101.0	1.0
nong thu	101.0	1.0
thu yen	100.0	1.0
lanh van	100.0	1.0
ha long	100.0	1.0
ha hien	100.0	1.0
tri vu	100.0	1.0
hoc van	100.0	1.0
mai viet	100.0	0.9900990099009901
dinh ta	100.0	1.0
dieu do	100.0	1.0
han huynh	100.0	1.0
linh thu	99.0	1.0
huynh viet	99.0	1.0
ha luu	99.0	1.0
luan tran	99.0	1.0
lan vo	99.0	1.0
chien xuan	99.0	1.0
duong gia	99.0	1.0
mai yen	99.0	1.0
dieu phan	99.0	1.0
do vy	99.0	1.0
chau kim	99.0	1.0
truong vy	99.0	1.0
ta tuan	99.0	1.0
bao thien	98.0	1.0
dang dao	98.0	1.0
ba dang	98.0	1.0
ba duong	98.0	1.0
chau my	98.0	1.0
kim long	98.0	0.98989898989899
thach thao	98.0	1.0
cam linh	98.0	1.0
le tham	98.0	1.0
tuyet van	98.0	1.0
linh to	98.0	1.0
linh xuan	98.0	1.0
le luan	98.0	1.0
linh ly	98.0	1.0
bui kieu	98.0	1.0
chi doan	98.0	1.0
bang le	98.0	1.0
kim luu	98.0	1.0
cong thang	97.0	1.0
nga ngo	97.0	1.0
dao long	97.0	1.0
hong tuyet	97.0	1.0
do phan	97.0	1.0
duong kieu	97.0	1.0
luong son	97.0	1.0
mai my	97.0	1.0
mai tram	96.0	1.0
chau hong	96.0	0.9896907216494846
kieu mai	96.0	1.0
cuc thu	96.0	1.0
ngan van	96.0	1.0
ut van	96.0	1.0
bach duong	96.0	1.0
duc lai	96.0	1.0
bui gia	96.0	1.0
ho hoa	96.0	0.9896907216494846
hang vo	96.0	1.0
cat tuong	95.0	1.0
hung vuong	95.0	1.0
hue van	95.0	1.0
hang kim	95.0	1.0
du tran	95.0	1.0
tin van	95.0	1.0
luu ly	95.0	1.0
lam trinh	95.0	1.0
ho ly	95.0	1.0
do ly	95.0	1.0
duong thang	95.0	1.0
ha vuong	95.0	1.0
doan hoa	95.0	1.0
luu tien	95.0	1.0
chau vo	95.0	1.0
cao vu	95.0	1.0
ho truong	95.0	1.0
ba huynh	95.0	1.0
hung ta	95.0	1.0
tuan vuong	95.0	1.0
thai trinh	95.0	1.0
ly phan	94.0	0.9894736842105263
thuan vu	94.0	1.0
dang kien	94.0	1.0
dang tram	94.0	1.0
dang vy	94.0	1.0
chau ha	94.0	1.0
hung tan	94.0	0.9894736842105263
dieu my	94.0	1.0
duong lan	94.0	1.0
lam thu	94.0	1.0
chu ha	94.0	1.0
cao thien	93.0	1.0
dieu ha	93.0	1.0
luu vu	93.0	1.0
dao lan	93.0	1.0
ha thien	93.0	1.0
lam viet	93.0	1.0
doan yen	93.0	1.0
ngo trinh	93.0	1.0
huynh vinh	93.0	0.9893617021276596
luc tran	93.0	1.0
chu viet	93.0	1.0
ngo tuyet	93.0	1.0
dai vo	92.0	1.0
dinh hao	92.0	1.0
lam tuan	92.0	0.989247311827957
duc the	92.0	1.0
luu viet	92.0	1.0
dieu thu	92.0	1.0
thang truong	92.0	1.0
nam viet	92.0	1.0
duc ly	92.0	1.0
kieu ngo	92.0	1.0
huynh son	92.0	1.0
kiet tran	92.0	1.0
kim thai	91.0	1.0
kieu truong	91.0	1.0
son tuan	91.0	1.0
ba trinh	91.0	1.0
dao yen	91.0	1.0
dinh sang	91.0	1.0
duong thien	91.0	1.0
doan tan	91.0	1.0
lai thu	91.0	0.9891304347826086
ba duc	90.0	1.0
ba tuan	90.0	1.0
bao duc	90.0	1.0
bao ly	90.0	1.0
lam thao	90.0	1.0
quan truong	90.0	1.0
nam son	90.0	0.989010989010989
kiem van	90.0	1.0
tao van	90.0	1.0
dieu xuan	90.0	1.0
dao hoa	90.0	1.0
chien vu	90.0	1.0
do luong	90.0	1.0
duc trieu	90.0	1.0
tri vo	90.0	0.989010989010989
dinh khai	89.0	1.0
dieu hong	89.0	1.0
chau dang	89.0	1.0
dang doan	89.0	1.0
duong ngan	89.0	1.0
mai ngan	89.0	1.0
loan mai	89.0	1.0
nu tran	89.0	1.0
thu vuong	89.0	1.0
kim lam	89.0	0.9888888888888889
ho phan	89.0	1.0
linh vuong	89.0	0.9888888888888889
doan ngo	89.0	1.0
ha hoa	89.0	0.9888888888888889
tam truong	89.0	1.0
tai vu	89.0	1.0
ho thai	89.0	0.9888888888888889
hai ta	88.0	1.0
long tien	88.0	1.0
toi van	88.0	1.0
dai dinh	88.0	1.0
hong tien	88.0	1.0
gia lam	88.0	1.0
hang ngo	88.0	0.9887640449438202
long the	88.0	1.0
thai thu	88.0	1.0
danh van	88.0	1.0
phat van	88.0	1.0
si van	88.0	1.0
thin van	88.0	1.0
dien le	88.0	1.0
lam tien	88.0	1.0
chau do	88.0	1.0
doan thien	88.0	1.0
doan thang	88.0	1.0
bui huynh	88.0	1.0
loan vu	88.0	1.0
duc nong	88.0	1.0
chung duc	87.0	1.0
ha the	87.0	1.0
bao mai	87.0	1.0
kim xuyen	87.0	1.0
tra vu	87.0	1.0
dao thai	87.0	1.0
do doan	87.0	1.0
doan tung	87.0	1.0
cao duong	87.0	1.0
luu thao	87.0	1.0
diem vo	87.0	1.0
dam thu	86.0	1.0
tien trong	86.0	1.0
le que	86.0	1.0
hao vu	86.0	0.9885057471264368
thien xuan	86.0	1.0
dinh tuyet	86.0	1.0
chi luong	86.0	1.0
duc tong	86.0	1.0
suong tran	86.0	0.9885057471264368
hung luu	86.0	1.0
luong tu	86.0	1.0
hong to	86.0	1.0
luong thien	85.0	1.0
cao chi	85.0	0.9883720930232558
duc hau	85.0	1.0
kieu loan	85.0	1.0
hien the	85.0	1.0
dao hang	85.0	1.0
ho tuyet	85.0	1.0
cao thao	85.0	1.0
doan lam	85.0	1.0
doan huynh	85.0	1.0
duong vy	85.0	1.0
truong tuyet	85.0	1.0
phan tai	85.0	1.0
bui tuong	85.0	1.0
le nu	85.0	1.0
hao my	84.0	1.0
dong tien	84.0	1.0
dinh luan	84.0	1.0
mai trong	84.0	1.0
thang trong	84.0	1.0
mai vy	84.0	1.0
hien trinh	84.0	1.0
duong luong	84.0	1.0
huynh lan	84.0	1.0
kim ta	84.0	1.0
doan lan	84.0	1.0
trinh tung	84.0	1.0
ly ngo	84.0	1.0
cong ly	83.0	1.0
chung dinh	83.0	1.0
chien duc	83.0	1.0
ho trinh	83.0	1.0
kim linh	83.0	1.0
my yen	83.0	1.0
bui tri	83.0	1.0
chi dao	83.0	1.0
ba truong	83.0	1.0
dinh khang	83.0	1.0
ngo vy	83.0	0.9880952380952381
phan quan	83.0	1.0
tram vu	83.0	1.0
duc to	83.0	1.0
thai thao	83.0	1.0
le man	83.0	1.0
ho vy	83.0	0.9880952380952381
ngo quan	83.0	0.9880952380952381
ha tung	83.0	1.0
khuat van	83.0	1.0
dinh thong	82.0	1.0
long thang	82.0	1.0
chi yen	82.0	0.9879518072289156
dang dong	82.0	1.0
tien tung	82.0	0.9879518072289156
huan tran	82.0	1.0
gia vo	82.0	1.0
lan van	82.0	1.0
do gia	82.0	1.0
huynh the	82.0	1.0
bao cao	82.0	1.0
bui diem	82.0	1.0
cao kim	82.0	1.0
cao mai	82.0	1.0
chau truong	82.0	1.0
ly vo	82.0	1.0
dang gia	81.0	1.0
do dong	81.0	0.9878048780487805
an hai	81.0	1.0
le thoa	81.0	1.0
lam tu	81.0	0.9878048780487805
duong hang	81.0	1.0
ngo tam	81.0	1.0
vinh vo	81.0	1.0
thu trieu	81.0	1.0
ta viet	81.0	1.0
luu mai	81.0	1.0
dieu dinh	80.0	1.0
dang luong	80.0	1.0
dinh tho	80.0	1.0
cam ho	80.0	1.0
huynh vi	80.0	1.0
gam hong	80.0	1.0
chuc van	80.0	1.0
dinh dinh	80.0	1.0
duong tam	80.0	1.0
dieu truong	80.0	1.0
mai thien	80.0	1.0
do thuan	80.0	1.0
huynh nam	80.0	1.0
huynh thuan	80.0	1.0
le thy	80.0	0.9876543209876543
my thai	80.0	1.0
ha ta	80.0	1.0
ngo toan	80.0	1.0
dac ho	79.0	1.0
dai xuan	79.0	1.0
dam duc	79.0	1.0
dinh tai	79.0	1.0
hai my	79.0	1.0
an mai	79.0	1.0
nga vo	79.0	1.0
dao tu	79.0	1.0
tien vuong	79.0	1.0
ba thai	79.0	1.0
cao do	79.0	1.0
vi yen	79.0	1.0
duong tuyet	79.0	1.0
duong tri	79.0	1.0
linh tong	79.0	1.0
ta tien	79.0	1.0
phan vi	79.0	1.0
bui sang	79.0	1.0
bui loan	79.0	1.0
cam dang	78.0	1.0
kim xuan	78.0	1.0
duong luu	78.0	1.0
chau hai	78.0	1.0
lien van	78.0	0.9873417721518988
nga van	78.0	1.0
dao thang	78.0	0.9873417721518988
thai tuan	78.0	1.0
tho truong	78.0	1.0
chien do	78.0	1.0
cam do	78.0	1.0
ho thang	78.0	1.0
bui dai	78.0	1.0
la thu	78.0	1.0
to trinh	77.0	1.0
dang vuong	77.0	1.0
hong vy	77.0	1.0
luan vu	77.0	1.0
bao luong	77.0	1.0
my xuan	77.0	0.9871794871794872
tai the	77.0	1.0
kieu tien	77.0	1.0
liem van	77.0	1.0
qui van	77.0	1.0
tuong vu	77.0	1.0
lan vy	77.0	1.0
ha vinh	77.0	1.0
cao ky	77.0	1.0
dinh to	77.0	1.0
cao long	77.0	1.0
an doan	77.0	1.0
lam linh	77.0	1.0
quach thu	77.0	1.0
bui chau	77.0	1.0
bui thuan	77.0	1.0
sam van	76.0	1.0
dang dieu	76.0	1.0
dong duong	76.0	1.0
duong trieu	76.0	1.0
kieu xuan	76.0	1.0
hang mai	76.0	1.0
gia hung	76.0	1.0
huan le	76.0	1.0
do tri	76.0	1.0
do hue	76.0	1.0
thang trinh	76.0	1.0
dong phan	76.0	1.0
luong yen	76.0	1.0
bui hau	76.0	1.0
chu xuan	76.0	1.0
cong mai	76.0	1.0
lien vu	76.0	1.0
dinh tri	75.0	1.0
hong vi	75.0	1.0
nam thai	75.0	0.9868421052631579
truong vi	75.0	1.0
thach tran	75.0	1.0
duan van	75.0	1.0
lien mai	75.0	1.0
cong viet	75.0	1.0
chau dinh	75.0	1.0
cong thai	75.0	1.0
doan tam	75.0	1.0
dinh hue	75.0	1.0
hai trong	75.0	1.0
cao nam	75.0	1.0
hoa luong	75.0	1.0
ly xuan	75.0	1.0
man tran	75.0	1.0
trinh vinh	75.0	1.0
vi vu	75.0	0.9868421052631579
sang truong	75.0	1.0
phan vo	75.0	1.0
bach vu	75.0	1.0
bui hao	75.0	1.0
le thach	75.0	1.0
tham tran	75.0	1.0
ho kieu	75.0	1.0
hong thang	74.0	1.0
dang hao	74.0	1.0
nga to	74.0	1.0
trong vinh	74.0	1.0
lieu van	74.0	0.9866666666666667
ai linh	74.0	1.0
dinh vy	74.0	1.0
hue huynh	74.0	1.0
do tuong	74.0	1.0
vi vo	74.0	1.0
long mai	74.0	1.0
bui tram	74.0	1.0
my ta	74.0	1.0
thang tien	73.0	1.0
chi thao	73.0	1.0
hai hung	73.0	1.0
hao huynh	73.0	1.0
huynh tuong	73.0	1.0
kieu nga	73.0	1.0
hung ly	73.0	1.0
thiet van	73.0	1.0
hao xuan	73.0	1.0
danh do	73.0	1.0
cam thu	73.0	1.0
cong tu	73.0	1.0
hong vuong	73.0	1.0
do vi	73.0	1.0
chau ho	73.0	1.0
luu my	73.0	1.0
bui dong	73.0	1.0
ha tan	73.0	1.0
chung vu	73.0	1.0
the trinh	73.0	1.0
chien dang	72.0	1.0
cao tri	72.0	1.0
diem hang	72.0	1.0
my ngan	72.0	1.0
phat tien	72.0	1.0
bon van	72.0	1.0
to vu	72.0	1.0
bao vuong	72.0	1.0
kien xuan	72.0	1.0
ba long	72.0	1.0
dao tan	72.0	1.0
dao huynh	72.0	1.0
duc kieu	72.0	1.0
luong vinh	72.0	1.0
kien ngo	72.0	1.0
huynh khang	72.0	1.0
dieu vo	72.0	1.0
ly trinh	72.0	1.0
ba bui	72.0	1.0
bui luong	72.0	1.0
dieu ngo	72.0	1.0
kieu ly	71.0	1.0
dam le	71.0	1.0
gia luong	71.0	1.0
luong nam	71.0	1.0
tham van	71.0	1.0
ba tung	71.0	1.0
dao lam	71.0	1.0
dac le	71.0	0.9861111111111112
phan thuan	71.0	1.0
dong thu	71.0	1.0
huynh tri	71.0	1.0
huynh tai	71.0	0.9861111111111112
luong truong	71.0	1.0
hue phan	71.0	1.0
huynh phat	71.0	1.0
bui tai	71.0	1.0
bui chung	71.0	1.0
cam truong	71.0	1.0
hang truong	71.0	1.0
vo vu	71.0	1.0
hue truong	71.0	1.0
ho vinh	71.0	1.0
hau vu	71.0	1.0
dai do	70.0	1.0
bui chien	70.0	1.0
hue linh	70.0	1.0
ngan trinh	70.0	1.0
long thien	70.0	1.0
bach viet	70.0	1.0
bao viet	70.0	1.0
thai vinh	70.0	1.0
cong vinh	70.0	1.0
sang tan	70.0	1.0
hien vinh	70.0	1.0
tai trong	70.0	1.0
dinh nga	70.0	1.0
truong tung	70.0	1.0
bui tra	70.0	1.0
luong thai	70.0	1.0
mai ta	70.0	1.0
kim to	70.0	1.0
mai nam	70.0	1.0
dang tuong	69.0	1.0
dang diem	69.0	1.0
do tra	69.0	0.9857142857142858
duong nga	69.0	1.0
huynh nga	69.0	1.0
hien my	69.0	1.0
ly thien	69.0	1.0
ly yen	69.0	1.0
sy tien	69.0	1.0
han vo	69.0	1.0
cam duong	69.0	1.0
gia long	69.0	1.0
dao phan	69.0	1.0
hong tam	69.0	1.0
diem truong	69.0	1.0
gia ho	69.0	1.0
luong tam	69.0	1.0
thoi van	69.0	1.0
do tram	69.0	1.0
doan quan	69.0	1.0
doan vo	69.0	1.0
chuong le	69.0	1.0
kien phan	69.0	1.0
phan tri	69.0	1.0
bui diep	69.0	1.0
bui cam	69.0	1.0
duc loi	68.0	1.0
kiet le	68.0	1.0
dang thuan	68.0	1.0
kim lan	68.0	1.0
kieu ngan	68.0	1.0
ly vinh	68.0	0.9855072463768116
mai sao	68.0	1.0
xuan yen	68.0	1.0
bo van	68.0	1.0
chieu van	68.0	1.0
dao ly	68.0	1.0
to xuan	68.0	1.0
dau duc	68.0	1.0
cao the	68.0	1.0
luu truong	68.0	1.0
du le	68.0	1.0
be tran	68.0	1.0
van xa	68.0	1.0
luong tung	68.0	0.9855072463768116
thoa tran	68.0	1.0
lieu tran	68.0	1.0
hong nong	68.0	1.0
ngo sy	68.0	1.0
viet vuong	67.0	1.0
ba hai	67.0	1.0
dang luu	67.0	1.0
dinh trieu	67.0	1.0
lam thai	67.0	1.0
tu viet	67.0	1.0
dao thien	67.0	1.0
dao nga	67.0	1.0
dinh sy	67.0	1.0
tan tien	67.0	0.9852941176470589
trong tu	67.0	1.0
do lien	67.0	1.0
mai to	67.0	1.0
huynh quan	67.0	1.0
chu mai	67.0	1.0
diem ngo	67.0	1.0
dai duc	66.0	1.0
dang diep	66.0	1.0
cao vinh	66.0	1.0
diep dinh	66.0	1.0
an khang	66.0	1.0
chi thien	66.0	1.0
tin trong	66.0	1.0
bao luu	66.0	1.0
dai trong	66.0	1.0
tan viet	66.0	1.0
sang vu	66.0	1.0
mong tran	66.0	1.0
cao lam	66.0	1.0
thuan vo	66.0	1.0
duong quan	66.0	1.0
phan sy	66.0	1.0
bac tran	66.0	1.0
bui vuong	66.0	1.0
thu to	66.0	1.0
chi trinh	66.0	1.0
ba ngo	66.0	1.0
dang tai	65.0	1.0
cong the	65.0	1.0
cong toan	65.0	1.0
hung vinh	65.0	1.0
phan tra	65.0	0.9848484848484849
chau thai	65.0	1.0
que van	65.0	1.0
quan viet	65.0	1.0
dao trinh	65.0	1.0
ba linh	65.0	1.0
bui dao	65.0	1.0
hung sy	65.0	1.0
do hao	65.0	1.0
doan vinh	65.0	1.0
mai tan	65.0	1.0
dong ngo	65.0	1.0
luu son	65.0	1.0
cam vu	65.0	1.0
cong luu	65.0	1.0
huynh thang	65.0	1.0
bui tho	65.0	0.9848484848484849
cao yen	65.0	1.0
chu thao	65.0	1.0
tam trinh	65.0	1.0
ha thang	65.0	1.0
hang trinh	65.0	1.0
thang vo	65.0	1.0
hue ngo	65.0	1.0
tien vinh	64.0	1.0
trong viet	64.0	1.0
ba son	64.0	1.0
dang tra	64.0	1.0
ho tram	64.0	1.0
dao the	64.0	1.0
luong trong	64.0	0.9846153846153847
ly tuan	64.0	1.0
hang van	64.0	1.0
doan ngan	64.0	1.0
cao tu	64.0	1.0
han vu	64.0	1.0
doan hang	64.0	1.0
thien trinh	64.0	1.0
gia ly	64.0	1.0
le mong	64.0	1.0
le tin	64.0	0.9846153846153847
chau ngo	64.0	1.0
an trinh	64.0	1.0
khai phan	64.0	1.0
bui vi	64.0	1.0
hien ta	64.0	1.0
luong tan	64.0	1.0
ai my	63.0	1.0
bach dang	63.0	1.0
dang tho	63.0	1.0
bao vy	63.0	1.0
dang sang	63.0	1.0
huynh lien	63.0	1.0
kiet van	63.0	1.0
mao van	63.0	1.0
toan vo	63.0	1.0
dinh huan	63.0	1.0
toan truong	63.0	1.0
lam tan	63.0	1.0
le si	63.0	1.0
loan phan	63.0	1.0
cao hoa	63.0	1.0
cuc le	63.0	1.0
ha to	63.0	1.0
lam yen	63.0	1.0
dac tran	63.0	1.0
tho vu	63.0	1.0
cong nam	62.0	1.0
bao dao	62.0	1.0
diem van	62.0	1.0
luc tien	62.0	1.0
trieu vy	62.0	1.0
toan trinh	62.0	1.0
an tuan	62.0	1.0
tra van	62.0	1.0
dao quan	62.0	1.0
dieu huynh	62.0	1.0
lan tuyet	62.0	1.0
ha trieu	62.0	1.0
truong vuong	62.0	1.0
van vang	62.0	1.0
do tai	62.0	0.9841269841269841
cao hien	62.0	1.0
bac le	62.0	1.0
le suong	62.0	1.0
ta thao	62.0	1.0
mai tung	62.0	1.0
tai truong	62.0	1.0
the viet	61.0	1.0
dan vu	61.0	1.0
ba nam	61.0	1.0
cong hai	61.0	1.0
lam the	61.0	1.0
thang the	61.0	1.0
doan kieu	61.0	1.0
son tien	61.0	1.0
toan viet	61.0	1.0
tien tuan	61.0	1.0
ai van	61.0	1.0
do loan	61.0	1.0
lien my	61.0	1.0
hoa ly	61.0	0.9838709677419355
cao huynh	61.0	1.0
hong la	61.0	1.0
khai vu	61.0	1.0
dai truong	60.0	1.0
dinh loi	60.0	1.0
the tuan	60.0	1.0
chi vuong	60.0	1.0
mi tra	60.0	1.0
linh trieu	60.0	1.0
tai vo	60.0	1.0
duc huan	60.0	1.0
diep do	60.0	1.0
lan my	60.0	1.0
dinh hau	60.0	1.0
ho nga	60.0	1.0
qui tran	60.0	1.0
sang vo	60.0	1.0
tien trieu	60.0	1.0
bui lien	60.0	1.0
ngo tram	60.0	1.0
lai xuan	60.0	1.0
ai huynh	60.0	1.0
tan trinh	60.0	1.0
quan trinh	60.0	1.0
huynh tho	60.0	0.9836065573770492
cam ngo	60.0	1.0
thuan truong	59.0	1.0
linh trong	59.0	1.0
dan dinh	59.0	1.0
dang to	59.0	1.0
hong vinh	59.0	1.0
dao ngan	59.0	1.0
cao trong	59.0	1.0
dieu hang	59.0	1.0
lam vy	59.0	1.0
diem vu	59.0	1.0
chau tuan	59.0	1.0
an my	59.0	1.0
gia trinh	59.0	1.0
ly na	59.0	1.0
tuan vinh	59.0	1.0
tung vo	59.0	0.9833333333333333
lan to	59.0	1.0
to tuan	59.0	1.0
cao tung	59.0	1.0
ly thai	59.0	1.0
chu duong	59.0	1.0
bui phan	59.0	1.0
liem tran	59.0	1.0
lai le	59.0	1.0
hao truong	59.0	1.0
duc la	59.0	1.0
da thao	58.0	1.0
dam linh	58.0	1.0
han phan	58.0	1.0
chi duc	58.0	1.0
ai vy	58.0	1.0
hong ngat	58.0	1.0
mai thy	58.0	1.0
hoa tuyet	58.0	1.0
quan trong	58.0	1.0
mau van	58.0	1.0
dao toan	58.0	1.0
dinh tuong	58.0	1.0
cong vuong	58.0	1.0
han truong	58.0	1.0
cao lan	58.0	1.0
dong mai	58.0	1.0
chau doan	58.0	1.0
trieu tuan	58.0	1.0
duong hao	58.0	0.9830508474576272
ca van	58.0	1.0
hao phan	58.0	1.0
dai phan	58.0	1.0
mai thang	58.0	1.0
